TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,SUSPICIOUS
36077000,1406100,1406100,1406100,1406100,2000,0
36078000,1406200,1406200,1406200,1406200,200,0
36079000,1406200,1406200,1406200,1406200,200,0
36080000,1406200,1406200,1406200,1406200,800,0
36081000,1406200,1406200,1406200,1406200,100,0
36082000,1406200,1406200,1406200,1406200,2250,0
36083000,1406200,1406200,1406100,1406100,12289,0
36085000,1406200,1406200,1406200,1406200,400,0
36086000,1406200,1406200,1406200,1406200,300,0
36087000,1406200,1406200,1406200,1406200,100,0
36088000,1406200,1406200,1406200,1406200,900,0
36089000,1406200,1406400,1406200,1406400,15623,0
36090000,1406400,1406400,1406200,1406200,7000,0
36091000,1406300,1406300,1406100,1406200,9799,0
36092000,1406300,1406300,1406100,1406200,6667,0
36094000,1406200,1406200,1406100,1406100,700,0
36095000,1406200,1406200,1406200,1406200,100,0
36096000,1406200,1406300,1406200,1406200,13009,0
36097000,1406300,1406300,1406300,1406300,1705,0
36098000,1406400,1406400,1406200,1406200,4200,0
36099000,1406200,1406200,1406200,1406200,100,0
36100000,1406200,1406200,1406200,1406200,100,0
36101000,1406200,1406300,1406200,1406200,5600,0
36102000,1406200,1406200,1406200,1406200,100,0
36103000,1406100,1406200,1406000,1406100,15945,0
36104000,1406000,1406100,1405900,1405900,25500,0
36105000,1405800,1406100,1405800,1405800,4100,0
36106000,1405800,1405900,1405600,1405600,63967,0
36107000,1405700,1405700,1405200,1405200,44337,0
36108000,1405300,1405300,1405100,1405100,30616,0
36109000,1405100,1405400,1405100,1405400,41394,0
36110000,1405400,1405500,1405300,1405400,36647,0
36111000,1405100,1405600,1405100,1405500,36981,0
36112000,1405600,1405700,1405400,1405400,16622,0
36113000,1405400,1405500,1405400,1405500,6931,0
36114000,1405500,1405500,1405400,1405400,850,0
36115000,1405400,1405600,1405400,1405600,8064,0
36116000,1405500,1405500,1405500,1405500,12869,0
36117000,1405600,1405600,1405400,1405600,12000,0
36118000,1405500,1405600,1405400,1405600,8800,0
36119000,1405500,1405500,1405400,1405500,14500,0
36120000,1405500,1405500,1405400,1405400,10500,0
36121000,1405500,1405500,1405300,1405400,11335,0
36122000,1405400,1405400,1405300,1405300,1046,0
36123000,1405400,1405500,1405400,1405500,3200,0
36124000,1405500,1405700,1405500,1405600,49955,0
36125000,1405600,1405700,1405600,1405600,13610,0
36126000,1405400,1405400,1405400,1405400,100,0
36128000,1405600,1405700,1405500,1405500,23326,0
36129000,1405500,1405600,1405400,1405400,6400,0
36130000,1405500,1405500,1405300,1405300,34088,0
36131000,1405400,1405600,1405300,1405500,35677,0
36132000,1405500,1405600,1405500,1405500,10847,0
36133000,1405600,1405800,1405500,1405800,28923,0
36134000,1405800,1405800,1405800,1405800,4500,0
36135000,1405800,1405800,1405800,1405800,9968,0
36136000,1405800,1406000,1405800,1405900,23110,0
36137000,1406000,1406300,1405900,1406300,22136,0
36138000,1406300,1406400,1406200,1406300,9121,0
36139000,1406300,1406400,1406200,1406200,14177,0
36140000,1406200,1406200,1406100,1406200,7973,0
36141000,1406200,1406400,1406200,1406400,4970,0
36142000,1406200,1406300,1406200,1406300,2100,0
36143000,1406200,1406300,1406200,1406200,7689,0
36144000,1406300,1406300,1406200,1406300,5195,0
36145000,1406300,1406400,1406300,1406400,12400,0
36146000,1406400,1406400,1406400,1406400,1400,0
36147000,1406400,1406500,1406400,1406500,29642,0
36148000,1406500,1406500,1406300,1406400,8200,0
36149000,1406400,1406400,1406300,1406400,5146,0
36150000,1406400,1406500,1406400,1406400,18131,0
36151000,1406400,1406400,1406200,1406200,19695,0
36152000,1406200,1406300,1406200,1406300,4037,0
36153000,1406300,1406300,1406200,1406200,1100,0
36155000,1406300,1406500,1406300,1406500,28925,0
36156000,1406400,1406400,1406400,1406400,1200,0
36158000,1406500,1406500,1406400,1406400,200,0
36159000,1406400,1406400,1406300,1406300,600,0
36160000,1406300,1406300,1406300,1406300,500,0
36161000,1406400,1406400,1406300,1406300,2100,0
36163000,1406400,1406500,1406400,1406500,15800,0
36164000,1406500,1406500,1406400,1406500,14955,0
36165000,1406400,1406500,1406300,1406300,13000,0
36166000,1406200,1406400,1406100,1406400,22668,0
36167000,1406200,1406200,1406200,1406200,100,0
36168000,1406100,1406200,1406100,1406200,500,0
36169000,1406200,1406200,1405900,1405900,31445,0
36170000,1405900,1406200,1405900,1405900,404,0
36171000,1406100,1406100,1405900,1406000,14810,0
36172000,1406000,1406200,1406000,1406200,30758,0
36173000,1406100,1406200,1406100,1406100,2400,0
36174000,1406100,1406100,1406000,1406100,3770,0
36175000,1406100,1406200,1406100,1406100,9676,0
36176000,1406100,1406100,1406100,1406100,2000,0
36177000,1406100,1406100,1406000,1406000,20897,0
36178000,1406200,1406200,1406000,1406000,400,0
36180000,1406100,1406100,1406000,1406000,600,0
36181000,1406000,1406100,1406000,1406100,19675,0
36182000,1406100,1406100,1406100,1406100,400,0
36183000,1406100,1406100,1406100,1406100,19090,0
36185000,1406200,1406300,1406100,1406100,33198,0
36187000,1406300,1406300,1406100,1406100,2100,0
36188000,1406200,1406200,1406200,1406200,9200,0
36190000,1406200,1406200,1406000,1406000,9393,0
36192000,1406200,1406200,1406200,1406200,200,0
36193000,1406100,1406100,1406000,1406000,11128,0
36194000,1405900,1406100,1405900,1405900,700,0
36195000,1406000,1406100,1406000,1406000,4451,0
36197000,1406100,1406100,1406100,1406100,1200,0
36198000,1406100,1406100,1406100,1406100,100,0
36199000,1406000,1406200,1406000,1406200,10489,0
36200000,1406100,1406100,1406100,1406100,300,0
36201000,1406100,1406100,1406000,1406000,450,0
36202000,1406200,1406200,1406100,1406100,11180,0
36203000,1406200,1406200,1406200,1406200,200,0
36204000,1406100,1406100,1406100,1406100,300,0
36205000,1406100,1406200,1406100,1406200,3000,0
36206000,1406200,1406200,1406100,1406100,600,0
36207000,1406200,1406200,1406200,1406200,500,0
36208000,1406200,1406200,1406200,1406200,2444,0
36210000,1406200,1406200,1406100,1406100,600,0
36211000,1406200,1406200,1406200,1406200,3556,0
36212000,1406200,1406200,1406200,1406200,100,0
36214000,1406200,1406200,1406100,1406200,11350,0
36215000,1406200,1406400,1406200,1406400,12900,0
36216000,1406400,1406400,1406400,1406400,2070,0
36217000,1406400,1406400,1406400,1406400,200,0
36218000,1406400,1406400,1406300,1406300,3200,0
36219000,1406400,1406400,1406300,1406300,700,0
36220000,1406400,1406400,1406300,1406300,10500,0
36222000,1406400,1406500,1406300,1406500,12984,0
36223000,1406500,1406500,1406500,1406500,500,0
36224000,1406400,1406400,1406400,1406400,100,0
36225000,1406600,1406600,1406500,1406500,27772,0
36226000,1406500,1406600,1406500,1406500,12800,0
36228000,1406500,1406600,1406500,1406600,10600,0
36229000,1406600,1406600,1406500,1406500,600,0
36230000,1406600,1406600,1406500,1406600,1600,0
36231000,1406600,1406600,1406500,1406500,4100,0
36232000,1406500,1406500,1406300,1406300,11284,0
36233000,1406300,1406300,1406100,1406300,71060,0
36234000,1406200,1406300,1406100,1406300,9100,0
36235000,1406400,1406400,1406300,1406300,2600,0
36236000,1406200,1406300,1406200,1406300,200,0
36237000,1406300,1406300,1406200,1406200,77798,0
36239000,1406100,1406200,1406100,1406100,500,0
36240000,1406200,1406200,1406100,1406200,700,0
36241000,1406200,1406200,1406100,1406200,800,0
36242000,1406200,1406300,1406100,1406300,16085,0
36243000,1406300,1406600,1406300,1406500,31372,0
36244000,1406500,1406500,1406300,1406300,10484,0
36245000,1406300,1406300,1406200,1406200,2962,0
36246000,1406300,1406300,1405900,1406000,55942,0
36247000,1406000,1406300,1406000,1406200,24900,0
36248000,1406200,1406400,1406200,1406400,5500,0
36249000,1406000,1406000,1406000,1406000,2800,0
36250000,1406400,1406400,1406300,1406300,300,0
36251000,1406300,1406400,1406300,1406400,5100,0
36253000,1406300,1406400,1406300,1406300,12200,0
36254000,1406200,1406200,1406100,1406100,27708,0
36255000,1406000,1406000,1406000,1406000,15900,0
36256000,1406100,1406300,1406100,1406300,16667,0
36258000,1406300,1406300,1406300,1406300,100,0
36259000,1406300,1406300,1406300,1406300,2700,0
36260000,1406400,1406500,1406400,1406500,13382,0
36261000,1406500,1406500,1406200,1406500,11283,0
36262000,1406500,1406500,1406500,1406500,1100,0
36263000,1406400,1406500,1406400,1406500,2600,0
36264000,1406500,1406500,1406400,1406400,2170,0
36265000,1406500,1406500,1406500,1406500,6223,0
36266000,1406500,1406500,1406400,1406400,5400,0
36267000,1406400,1406400,1406400,1406400,300,0
36268000,1406500,1406500,1406500,1406500,27113,0
36269000,1406500,1406500,1406400,1406400,2100,0
36270000,1406400,1406400,1406400,1406400,2100,0
36272000,1406300,1406400,1406200,1406300,14900,0
36273000,1406300,1406300,1406300,1406300,2400,0
36274000,1406400,1406400,1406400,1406400,900,0
36275000,1406400,1406600,1406400,1406500,50781,0
36276000,1406600,1406600,1406400,1406600,1200,0
36277000,1406600,1406600,1406600,1406600,6673,0
36278000,1406600,1406600,1406600,1406600,1000,0
36279000,1406600,1406600,1406500,1406600,2463,0
36280000,1406600,1406600,1406500,1406600,3429,0
36281000,1406600,1406600,1406600,1406600,27053,0
36282000,1406600,1406800,1406400,1406500,121686,0
36283000,1406500,1406600,1406500,1406500,2953,0
36284000,1406700,1406700,1406500,1406500,3800,0
36285000,1406600,1406600,1406500,1406500,6000,0
36286000,1406600,1406600,1406600,1406600,700,0
36287000,1406500,1406500,1406500,1406500,7500,0
36288000,1406600,1406600,1406600,1406600,1970,0
36291000,1406600,1406600,1406600,1406600,100,0
36292000,1406600,1406600,1406400,1406400,3923,0
36294000,1406500,1406500,1406300,1406300,4500,0
36296000,1406400,1406400,1406400,1406400,100,0
36298000,1406400,1406500,1406300,1406500,5700,0
36299000,1406400,1406600,1406400,1406500,14022,0
36300000,1406500,1406600,1406500,1406600,919,0
36302000,1406600,1406600,1406600,1406600,100,0
36304000,1406600,1406600,1406600,1406600,600,0
36305000,1406500,1406600,1406400,1406400,7900,0
36306000,1406400,1406400,1406400,1406400,200,0
36307000,1406300,1406400,1406200,1406200,21845,0
36309000,1406100,1406200,1406100,1406200,8700,0
36310000,1406200,1406400,1406200,1406400,61344,0
36311000,1406400,1406600,1406400,1406600,16964,0
36312000,1406600,1406600,1406400,1406400,37111,0
36314000,1406500,1406500,1406500,1406500,900,0
36315000,1406500,1406500,1406500,1406500,50782,0
36316000,1406500,1406600,1406500,1406600,13596,0
36317000,1406600,1406600,1406600,1406600,3400,0
36318000,1406600,1406700,1406500,1406500,9400,0
36320000,1406700,1406700,1406700,1406700,100,0
36321000,1406700,1406700,1406600,1406600,440,0
36322000,1406600,1406600,1406600,1406600,300,0
36324000,1406600,1406700,1406600,1406700,1724,0
36325000,1406700,1406700,1406700,1406700,100,0
36326000,1406700,1406700,1406600,1406600,700,0
36327000,1406700,1406700,1406700,1406700,600,0
36328000,1406700,1406700,1406700,1406700,500,0
36329000,1406600,1406600,1406600,1406600,700,0
36332000,1406700,1406700,1406700,1406700,100,0
36333000,1406700,1406900,1406600,1406800,35859,0
36334000,1406800,1406900,1406800,1406900,11922,0
36335000,1406900,1406900,1406800,1406900,1324,0
36336000,1406900,1406900,1406700,1406900,7529,0
36338000,1406900,1406900,1406900,1406900,500,0
36339000,1406900,1406900,1406900,1406900,100,0
36340000,1406900,1406900,1406800,1406800,6026,0
36341000,1406900,1406900,1406800,1406900,11800,0
36342000,1406900,1406900,1406900,1406900,100,0
36344000,1406900,1406900,1406900,1406900,1500,0
36345000,1406900,1406900,1406900,1406900,5300,0
36346000,1407000,1407000,1407000,1407000,100,0
36347000,1407000,1407000,1406800,1406800,38611,0
36348000,1406800,1406900,1406700,1406800,40515,0
36349000,1406700,1406800,1406700,1406700,8406,0
36350000,1406600,1406600,1406600,1406600,100,0
36353000,1406600,1406700,1406600,1406700,1962,0
36354000,1406800,1406800,1406700,1406700,8674,0
36356000,1406700,1407000,1406700,1406900,22195,0
36357000,1407000,1407000,1406900,1406900,300,0
36358000,1407000,1407100,1406900,1406900,19592,0
36359000,1406900,1407000,1406900,1407000,275,0
36360000,1406900,1407000,1406900,1406900,3497,0
36361000,1406900,1407000,1406900,1406900,4506,0
36362000,1406900,1406900,1406900,1406900,100,0
36363000,1406900,1406900,1406900,1406900,100,0
36365000,1406800,1406900,1406800,1406800,900,0
36366000,1406800,1406800,1406800,1406800,1970,0
36367000,1406900,1406900,1406900,1406900,100,0
36368000,1406900,1406900,1406900,1406900,1500,0
36369000,1406900,1406900,1406900,1406900,500,0
36370000,1406900,1406900,1406800,1406900,900,0
36371000,1406900,1406900,1406800,1406900,3700,0
36374000,1406900,1406900,1406900,1406900,4426,0
36375000,1406900,1407000,1406900,1406900,600,0
36376000,1407000,1407000,1407000,1407000,300,0
36378000,1406900,1407000,1406800,1406800,6078,0
36380000,1406400,1406400,1406400,1406400,1800,0
36382000,1406900,1406900,1406900,1406900,200,0
36383000,1406900,1406900,1406900,1406900,4500,0
36384000,1406900,1406900,1406900,1406900,1212,0
36385000,1406900,1406900,1406900,1406900,100,0
36386000,1406900,1407100,1406900,1407100,8613,0
36387000,1407100,1407100,1406900,1406900,27668,0
36389000,1406800,1406800,1406800,1406800,100,0
36390000,1406900,1406900,1406900,1406900,6700,0
36391000,1406900,1406900,1406900,1406900,9500,0
36392000,1406900,1406900,1406900,1406900,800,0
36394000,1406900,1406900,1406900,1406900,1000,0
36395000,1406900,1406900,1406900,1406900,200,0
36396000,1406800,1406800,1406800,1406800,200,0
36399000,1406900,1406900,1406800,1406800,400,0
36401000,1406900,1406900,1406800,1406800,300,0
36403000,1406900,1407000,1406900,1407000,9723,0
36404000,1407000,1407000,1407000,1407000,100,0
36405000,1406900,1407000,1406800,1406900,3900,0
36406000,1406900,1406900,1406900,1406900,300,0
36407000,1406800,1406900,1406800,1406900,2300,0
36408000,1406900,1406900,1406900,1406900,200,0
36409000,1406900,1406900,1406900,1406900,100,0
36411000,1406900,1406900,1406900,1406900,500,0
36412000,1406900,1407000,1406900,1406900,5600,0
36413000,1407000,1407000,1406900,1406900,800,0
36416000,1406900,1407000,1406900,1406900,16040,0
36418000,1406900,1407000,1406900,1406900,15900,0
36420000,1407000,1407000,1407000,1407000,100,0
36421000,1407000,1407000,1406900,1406900,2000,0
36422000,1407000,1407000,1407000,1407000,1886,0
36423000,1406900,1407000,1406900,1407000,700,0
36424000,1407000,1407000,1406900,1406900,17014,0
36425000,1406900,1407000,1406900,1407000,1900,0
36426000,1406900,1407000,1406900,1406900,1800,0
36429000,1406800,1406800,1406800,1406800,1000,0
36430000,1406900,1406900,1406900,1406900,300,0
36433000,1406800,1406800,1406800,1406800,250,0
36435000,1406900,1406900,1406900,1406900,300,0
36436000,1406800,1406900,1406800,1406800,22886,0
36437000,1406800,1406900,1406700,1406700,7800,0
36440000,1406800,1406800,1406600,1406600,200,0
36442000,1406600,1406700,1406600,1406700,200,0
36443000,1406600,1406700,1406600,1406700,2100,0
36445000,1406700,1406700,1406700,1406700,100,0
36446000,1406700,1406700,1406700,1406700,500,0
36447000,1406700,1406800,1406700,1406700,22473,0
36450000,1406900,1406900,1406900,1406900,6600,0
36451000,1406900,1407000,1406900,1406900,12200,0
36452000,1406900,1407000,1406900,1406900,2900,0
36453000,1406900,1406900,1406900,1406900,700,0
36454000,1406900,1406900,1406900,1406900,200,0
36455000,1406900,1406900,1406900,1406900,100,0
36456000,1406900,1406900,1406800,1406800,1200,0
36457000,1406900,1406900,1406900,1406900,400,0
36458000,1406900,1406900,1406900,1406900,100,0
36460000,1406900,1407000,1406900,1407000,1500,0
36461000,1407000,1407000,1407000,1407000,100,0
36462000,1406900,1406900,1406900,1406900,200,0
36463000,1407000,1407000,1407000,1407000,1970,0
36466000,1407000,1407000,1407000,1407000,100,0
36469000,1407000,1407000,1407000,1407000,200,0
36471000,1406900,1406900,1406900,1406900,100,0
36472000,1407000,1407000,1407000,1407000,100,0
36473000,1407000,1407000,1407000,1407000,200,0
36474000,1407000,1407000,1407000,1407000,300,0
36476000,1407000,1407000,1406900,1406900,4393,0
36477000,1406900,1406900,1406800,1406800,1500,0
36478000,1406900,1407100,1406900,1407000,32915,0
36479000,1407100,1407100,1407000,1407000,9133,0
36481000,1406900,1407000,1406900,1406900,3675,0
36482000,1407000,1407000,1407000,1407000,1100,0
36484000,1406900,1407000,1406900,1407000,2438,0
36485000,1407000,1407100,1407000,1407100,7163,0
36486000,1407000,1407100,1407000,1407000,2800,0
36487000,1407000,1407100,1407000,1407000,12520,0
36488000,1406900,1406900,1406900,1406900,200,0
36489000,1407000,1407000,1407000,1407000,4328,0
36490000,1407100,1407200,1407100,1407200,4800,0
36491000,1407100,1407200,1407100,1407100,500,0
36492000,1407200,1407200,1407200,1407200,700,0
36494000,1407200,1407200,1407200,1407200,2000,0
36495000,1407200,1407200,1407200,1407200,900,0
36497000,1407100,1407100,1407100,1407100,100,0
36498000,1407200,1407200,1407200,1407200,100,0
36499000,1407100,1407200,1407100,1407200,3070,0
36500000,1407200,1407200,1407200,1407200,841,0
36501000,1407200,1407200,1407100,1407100,6075,0
36502000,1407200,1407200,1407200,1407200,100,0
36503000,1407200,1407200,1406900,1406900,32385,0
36504000,1406900,1407000,1406900,1407000,400,0
36506000,1407000,1407000,1406900,1407000,1100,0
36507000,1407000,1407000,1407000,1407000,100,0
36509000,1406900,1406900,1406900,1406900,100,0
36510000,1406900,1406900,1406900,1406900,100,0
36511000,1407000,1407000,1407000,1407000,1100,0
36513000,1407000,1407000,1406900,1406900,2200,0
36514000,1406900,1407000,1406900,1406900,1200,0
36515000,1407000,1407000,1407000,1407000,400,0
36516000,1406900,1407000,1406900,1407000,1397,0
36517000,1406900,1406900,1406900,1406900,100,0
36518000,1406900,1406900,1406900,1406900,100,0
36519000,1407000,1407000,1406900,1406900,1103,0
36520000,1407000,1407000,1406900,1406900,200,0
36523000,1406900,1406900,1406900,1406900,300,0
36524000,1406900,1407000,1406700,1406700,37245,0
36525000,1406700,1406700,1406600,1406600,6150,0
36526000,1406600,1406600,1406500,1406500,500,0
36527000,1406500,1406500,1406500,1406500,6200,0
36529000,1406500,1406600,1406500,1406500,9763,0
36530000,1406500,1406600,1406500,1406600,300,0
36531000,1406500,1406500,1406500,1406500,1700,0
36532000,1406600,1406600,1406600,1406600,5200,0
36533000,1406500,1406500,1406500,1406500,600,0
36534000,1406600,1406600,1406500,1406600,1100,0
36536000,1406500,1406600,1406400,1406400,18288,0
36537000,1406500,1406500,1406500,1406500,100,0
36538000,1406500,1406500,1406500,1406500,14500,0
36539000,1406400,1406500,1406400,1406500,800,0
36541000,1406500,1406500,1406400,1406400,300,0
36542000,1406500,1406600,1406500,1406600,24361,0
36543000,1406600,1406600,1406500,1406500,400,0
36544000,1406500,1406600,1406400,1406400,2400,0
36546000,1406500,1406500,1406500,1406500,15841,0
36547000,1406500,1406500,1406500,1406500,2400,0
36548000,1406600,1406600,1406600,1406600,200,0
36549000,1406500,1406500,1406500,1406500,1000,0
36551000,1406600,1406600,1406500,1406600,427,0
36552000,1406600,1406600,1406600,1406600,350,0
36554000,1406600,1406600,1406500,1406500,200,0
36555000,1406600,1406600,1406500,1406500,200,0
36556000,1406500,1406600,1406500,1406500,23200,0
36557000,1406600,1406600,1406600,1406600,200,0
36558000,1406600,1406600,1406600,1406600,4300,0
36559000,1406700,1406700,1406700,1406700,100,0
36561000,1406600,1406600,1406600,1406600,5859,0
36562000,1406700,1406700,1406700,1406700,400,0
36565000,1406600,1406700,1406500,1406600,55840,0
36566000,1406700,1406700,1406500,1406600,1249,0
36568000,1406500,1406600,1406300,1406300,24087,0
36569000,1406400,1406400,1406400,1406400,100,0
36570000,1406400,1406400,1406400,1406400,200,0
36571000,1406300,1406400,1406100,1406200,66841,0
36572000,1406100,1406300,1406100,1406300,45013,0
36573000,1406200,1406400,1406200,1406300,20435,0
36574000,1406300,1406400,1406300,1406400,18004,0
36575000,1406300,1406400,1406300,1406400,300,0
36576000,1406300,1406400,1406300,1406300,1500,0
36577000,1406300,1406400,1406300,1406300,13200,0
36579000,1406300,1406400,1406200,1406200,3505,0
36580000,1406200,1406300,1406100,1406200,3900,0
36581000,1406100,1406200,1406100,1406200,3000,0
36582000,1406100,1406200,1406100,1406200,1715,0
36583000,1406100,1406300,1406100,1406200,8000,0
36584000,1406300,1406300,1406200,1406300,3850,0
36585000,1406300,1406400,1406200,1406400,7800,0
36586000,1406400,1406400,1406400,1406400,600,0
36587000,1406400,1406400,1406400,1406400,100,0
36588000,1406400,1406400,1406400,1406400,100,0
36590000,1406400,1406400,1406300,1406300,500,0
36591000,1406400,1406500,1406400,1406400,11369,0
36593000,1406500,1406600,1406500,1406600,5400,0
36595000,1406600,1406600,1406600,1406600,400,0
36596000,1406500,1406600,1406500,1406500,15800,0
36598000,1406500,1406600,1406500,1406500,4650,0
36599000,1406600,1406700,1406600,1406700,16103,0
36600000,1406700,1406700,1406600,1406600,635,0
36602000,1406700,1406700,1406600,1406600,600,0
36603000,1406600,1406700,1406500,1406500,13221,0
36604000,1406400,1406500,1406400,1406400,7083,0
36607000,1406400,1406400,1406400,1406400,100,0
36608000,1406400,1406400,1406300,1406400,600,0
36609000,1406400,1406400,1406400,1406400,862,0
36610000,1406400,1406400,1406300,1406400,7636,0
36611000,1406400,1406400,1406400,1406400,2900,0
36612000,1406400,1406500,1406400,1406400,3000,0
36613000,1406500,1406500,1406500,1406500,300,0
36615000,1406500,1406500,1406500,1406500,200,0
36616000,1406500,1406500,1406200,1406200,35461,0
36617000,1406300,1406300,1406200,1406300,12500,0
36618000,1406100,1406100,1406100,1406100,590,0
36619000,1406100,1406200,1406100,1406100,1500,0
36620000,1406200,1406200,1406100,1406100,600,0
36621000,1406100,1406100,1406100,1406100,300,0
36622000,1406200,1406200,1406200,1406200,200,0
36623000,1406200,1406200,1406200,1406200,200,0
36624000,1406100,1406100,1406100,1406100,100,0
36625000,1406100,1406200,1406000,1406000,6200,0
36626000,1406100,1406100,1406000,1406000,2100,0
36627000,1406000,1406100,1406000,1406100,4154,0
36628000,1406100,1406200,1406000,1406100,36405,0
36629000,1406100,1406200,1406100,1406200,300,0
36630000,1406200,1406300,1406200,1406200,11659,0
36631000,1406200,1406200,1406200,1406200,100,0
36632000,1406200,1406200,1406100,1406100,14330,0
36633000,1406000,1406000,1406000,1406000,3500,0
36634000,1406100,1406100,1406000,1406000,5826,0
36635000,1405900,1406000,1405900,1405900,2524,0
36636000,1406000,1406000,1405900,1406000,11763,0
36637000,1405900,1405900,1405900,1405900,250,0
36638000,1405900,1406100,1405900,1406000,11126,0
36640000,1406000,1406000,1406000,1406000,1000,0
36641000,1406000,1406000,1406000,1406000,222,0
36642000,1406000,1406000,1406000,1406000,400,0
36643000,1406000,1406200,1406000,1406200,13746,0
36644000,1406200,1406200,1406000,1406000,13122,0
36645000,1406100,1406100,1406100,1406100,100,0
36646000,1406100,1406200,1406100,1406100,3483,0
36647000,1406100,1406100,1406100,1406100,300,0
36648000,1406100,1406200,1406100,1406200,1100,0
36649000,1406100,1406200,1406000,1406000,4713,0
36651000,1406000,1406100,1406000,1406100,4601,0
36652000,1406000,1406000,1406000,1406000,1000,0
36653000,1406000,1406000,1405800,1405900,12240,0
36654000,1405900,1405900,1405800,1405800,1500,0
36655000,1406000,1406000,1405900,1405900,1850,0
36656000,1405900,1405900,1405800,1405900,900,0
36657000,1405900,1405900,1405800,1405800,400,0
36658000,1405900,1405900,1405800,1405800,300,0
36659000,1405900,1405900,1405800,1405800,1716,0
36660000,1405900,1406000,1405800,1406000,27558,0
36661000,1406000,1406000,1405900,1405900,355,0
36662000,1405900,1406000,1405900,1405900,3300,0
36663000,1405900,1406000,1405800,1405800,27613,0
36664000,1405900,1405900,1405900,1405900,200,0
36666000,1405900,1405900,1405900,1405900,100,0
36667000,1405900,1405900,1405900,1405900,100,0
36668000,1405800,1405900,1405800,1405900,2248,0
36669000,1405900,1405900,1405900,1405900,100,0
36670000,1405900,1405900,1405900,1405900,200,0
36671000,1405900,1405900,1405800,1405800,1600,0
36672000,1405800,1405900,1405800,1405800,10361,0
36673000,1405800,1405800,1405800,1405800,4690,0
36674000,1405800,1405900,1405800,1405800,1800,0
36675000,1405900,1405900,1405900,1405900,300,0
36676000,1405900,1405900,1405800,1405800,700,0
36678000,1405900,1405900,1405900,1405900,300,0
36679000,1405800,1405900,1405800,1405900,1500,0
36680000,1406500,1406500,1406500,1406500,1000,0
36681000,1405800,1405900,1405800,1405900,300,0
36682000,1405900,1405900,1405900,1405900,100,0
36684000,1405900,1405900,1405800,1405900,300,0
36685000,1405900,1405900,1405900,1405900,3800,0
36686000,1405900,1405900,1405800,1405900,4951,0
36687000,1405900,1406000,1405900,1406000,32278,0
36688000,1406100,1406100,1405900,1405900,500,0
36689000,1406100,1406100,1406100,1406100,1700,0
36690000,1406000,1406100,1406000,1406100,2200,0
36691000,1406100,1406100,1406000,1406000,300,0
36692000,1406100,1406100,1406100,1406100,200,0
36693000,1406100,1406100,1406100,1406100,100,0
36694000,1406100,1406100,1406000,1406000,3540,0
36695000,1406100,1406100,1406000,1406000,3604,0
36697000,1406100,1406100,1406100,1406100,600,0
36698000,1406000,1406100,1406000,1406000,900,0
36699000,1406100,1406100,1406000,1406100,10700,0
36700000,1406000,1406100,1406000,1406100,19800,0
36701000,1406000,1406000,1406000,1406000,2600,0
36702000,1406100,1406100,1406000,1406000,25200,0
36704000,1406100,1406100,1406000,1406000,300,0
36705000,1406100,1406100,1406100,1406100,100,0
36707000,1406100,1406100,1406000,1406000,400,0
36709000,1406100,1406100,1406100,1406100,100,0
36710000,1406100,1406100,1406100,1406100,6800,0
36711000,1406200,1406200,1406200,1406200,100,0
36712000,1406100,1406200,1406000,1406000,62859,0
36713000,1406100,1406100,1406000,1406100,900,0
36714000,1406100,1406100,1406100,1406100,200,0
36715000,1406100,1406100,1406100,1406100,100,0
36716000,1406000,1406000,1406000,1406000,300,0
36717000,1406100,1406100,1406100,1406100,600,0
36719000,1406100,1406100,1405900,1405900,8415,0
36720000,1405900,1405900,1405600,1405700,53541,0
36722000,1405600,1405700,1405600,1405700,300,0
36723000,1405600,1405800,1405600,1405800,57727,0
36724000,1405700,1405800,1405700,1405800,10654,0
36725000,1405800,1405900,1405800,1405900,200,0
36726000,1405800,1405900,1405700,1405800,6855,0
36727000,1405700,1405800,1405600,1405600,8000,0
36728000,1405700,1405700,1405700,1405700,8000,0
36729000,1405600,1405700,1405600,1405700,2500,0
36730000,1405700,1405700,1405600,1405600,200,0
36732000,1405600,1405700,1405500,1405500,5033,0
36733000,1405500,1405600,1405500,1405600,600,0
36734000,1405600,1405600,1405600,1405600,1200,0
36735000,1405600,1405600,1405600,1405600,100,0
36736000,1405500,1405500,1405500,1405500,4876,0
36737000,1405600,1405700,1405600,1405700,27780,0
36738000,1405700,1405700,1405700,1405700,100,0
36739000,1405800,1405800,1405800,1405800,7800,0
36740000,1405800,1405800,1405600,1405600,59100,0
36741000,1405600,1405600,1405600,1405600,1600,0
36742000,1405700,1405700,1405500,1405600,3000,0
36743000,1405600,1405700,1405600,1405600,3623,0
36744000,1405600,1405700,1405600,1405600,300,0
36745000,1405700,1405700,1405600,1405600,6000,0
36746000,1405700,1405700,1405700,1405700,200,0
36747000,1405700,1405700,1405600,1405600,3020,0
36749000,1405700,1405700,1405600,1405600,900,0
36750000,1405700,1405700,1405700,1405700,100,0
36751000,1405700,1405700,1405700,1405700,498,0
36752000,1405700,1405900,1405500,1405600,187421,0
36753000,1405600,1405600,1405500,1405600,1000,0
36754000,1405600,1405600,1405600,1405600,200,0
36755000,1405600,1405600,1405500,1405600,700,0
36756000,1405600,1405600,1405500,1405600,500,0
36757000,1405600,1405600,1405600,1405600,3300,0
